1;"01";3;4;31/12/2010;FALSE;1;4;400000000.00;;;"Demolição e Remoção do Machadão e Machadinho, manutenção e gestão da operação do Estádio das Dunas - Novo.";6;TRUE;5;FALSE;;;;;;;;;
75;"045/2010";3;4;26/03/2010;TRUE;1;2;720707135.01;;;"Elaboração do projeto executivo e a execução de obras de reforma e adequação do Complexo Maracanã.";50;TRUE;5;FALSE;;;;;;;;;
73;"017/2009";2;4;22/10/2009;FALSE;1;2;395516540.17;;;"EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DA ARENA MULTIUSO – O NOVO VERDÃO, EM CUIABÁ-MT";3;TRUE;5;FALSE;;;;;;;;;
74;"001/2010";3;4;25/02/2010;FALSE;1;1;8000000.00;;;"Escolha da proposta mais vantajosa para: Contratação de serviços de engenharia especializados de fiscalização, supervisão e gerenciamento das obras de construção do Estádio Novo Verdão e entorno - em Cuiabá";3;TRUE;5;FALSE;;;;;;;;;
76;"001/2009";2;4;04/05/2010;FALSE;1;2;671073542.92;;;"Execução de obras e serviços visando à adequação às exigências da FIFA para reforma e ampliação da capacidade de público do Estádio Nacional de Brasília consistindo nos trabalhos de desenvolvimento de projeto executivo dos sistemas especiais de tecnologia, “broad-casting”, execução das obras civis de recuperação estrutural da atual estrutura de arquibancadas, obras civis para adaptação e ampliação";2;TRUE;5;FALSE;;;;;;;;;
69;"002";3;4;23/06/2010;TRUE;1;5;771739248.13;;;"Outorga de CONCESSÃO ADMINISTRATIVA para operação e manutenção do Complexo do Mineirão, precedidas de Obras de reforma, renovação e adequação. Intervenções na esplanada no entorno do Mineirão, a construção do estacionamento coberto e da passarela que ligará o estádio ao Mineirinho, que será utilizado como centro de apoio às atividades da Copa. Será realizada cobertura adicional da arquibancada, a";1;TRUE;5;FALSE;;;;;;;;;
77;"CC 036/DALC/FBFZ";1;4;27/11/2008;TRUE;1;1;5723935.83;;;"Contratação dos serviços técnicos profissionais especializados para a elaboração dos Projetos Básicos da nova área do Terminal.";9;TRUE;5;FALSE;;;;;;;;;
78;"004/2009";2;4;16/09/2010;TRUE;1;1;617798068.29;;617798068.29;"Outorga de concessão administrativa para reforma, ampliação, adequação, operação e manutenção do Estádio Plácido Aderaldo Castelo (Castelão), bem como para a construção, operação e manutenção de edifício de estacionamentos de veículos e a construção e manutenção do edifício-sede da Secretaria do Esporte do Estado do Ceará";4;TRUE;5;FALSE;;;;;;;;;
79;"17";3;4;25/01/2010;FALSE;1;2;499508704.17;;;"Contratação de Pessoa Jurídica para a execução das obras civis, estrutura de cobertura metálica, estruturas elétricas, estruturas hidr´´aulicas, instalação dos sistemas de ar condicionado, de segurança, broadcasting e todos os demais ambientes contidos nos projetos da Arena Amazônia - Amazonas.";5;TRUE;5;FALSE;;;;;;;;;
80;"02";3;4;08/02/2010;TRUE;2;1;79416.28;;;"Elaboração de estudo de viabilidade técnica, econômica, financeira e ambiental (EVTEA) da construção do terminal marítimo de passageiro no porto de Fortaleza";43;TRUE;5;FALSE;;;;;;;;;
