41;01/09/2011;30/09/2011;"Relatório Fotográfico - CGU - Setembro 2011";1;;4;TRUE;"01";FALSE;
42;01/10/2011;30/10/2011;"Relatório Fotográfico - CGU - Outubro 2011";1;;4;TRUE;"02";FALSE;
43;01/11/2011;30/11/2011;"Relatório Fotográfico - CGU - Novembro 2011";1;;4;TRUE;"03";FALSE;
44;01/12/2011;30/12/2011;"Relatório Fotográfico - CGU - Dezembro 2011";1;;4;TRUE;"04";FALSE;
45;01/01/2012;30/01/2012;"Relatório Fotográfico - CGU - Janeiro 2012";1;;4;TRUE;"05";FALSE;
46;01/10/2011;30/10/2011;"Relatório Fotográfico - CGU - OUTUBRO 2011";141;;4;TRUE;"01";FALSE;
47;01/11/2011;30/11/2011;"Relatório Fotográfico - CGU - NOVEMBRO 2011";141;;4;TRUE;"02";FALSE;
48;01/12/2011;30/12/2011;"Relatório Fotográfico - CGU -  DEZEMBRO 2011";141;;4;TRUE;"03";FALSE;
49;01/01/2012;30/01/2012;"Relatório Fotográfico - CGU - JANEIRO 2012";141;;4;TRUE;"04";FALSE;
50;01/03/2012;30/03/2012;"Relatório Fotográfico - CGU - MARÇO 2012";141;;4;TRUE;"05";FALSE;
51;01/09/2011;30/09/2011;"Relatório Fotográfico - CGU - Setembro 2011";145;;4;TRUE;"01";FALSE;
52;01/10/2011;30/10/2011;"Relatório Fotográfico - CGU - Outubro 2011";145;;4;TRUE;"02";FALSE;
53;01/11/2011;30/11/2011;"Relatório Fotográfico - CGU - Novembro 2011";145;;4;TRUE;"03";FALSE;
54;01/12/2011;30/12/2011;"Relatório Fotográfico - CGU - Dezembro 2011";145;;4;TRUE;"04";FALSE;
55;01/07/2011;30/07/2011;"Relatório Fotográfico - CGU - Julho 2011";147;;4;TRUE;"01";FALSE;
56;01/09/2011;30/09/2011;"Relatório Fotográfico - CGU - Setembro 2011";147;;4;TRUE;"02";FALSE;
57;01/11/2011;30/11/2011;"Relatório Fotográfico - CGU - Novembro 2011";147;;4;TRUE;"03";FALSE;
58;01/10/2011;30/10/2011;"Relatório Fotográfico - CGU - Outubro 2011";148;;4;TRUE;"01";FALSE;
59;01/11/2011;30/11/2011;"Relatório Fotográfico - CGU - Novembro 2011";148;;4;TRUE;"02";FALSE;
60;01/12/2011;30/12/2011;"Relatório Fotográfico - CGU - Dezembro 2011";148;;4;TRUE;"03";FALSE;
61;01/07/2011;30/07/2011;"Relatório Fotográfico - FGV - Julho 2011";2;;4;TRUE;"01";FALSE;
62;01/09/2011;30/09/2011;"Relatório Fotográfico - CGU - Setembro 2011";2;;4;TRUE;"02";FALSE;
63;01/10/2011;30/10/2011;"Relatório Fotográfico - CGU - Outubro 2011";2;;4;TRUE;"03";FALSE;
64;01/11/2011;30/11/2011;"Relatório Fotográfico - CGU - Novembro 2011";2;;4;TRUE;"04";FALSE;
65;01/12/2011;30/12/2011;"Relatório Fotográfico - CGU - Dezembro 2011";2;;4;TRUE;"05";FALSE;
66;01/09/2011;30/09/2011;"Relatório Fotográfico - CGU - Setembro 2011";3;;4;TRUE;"01";FALSE;
67;01/10/2011;30/10/2011;"Relatório Fotográfico - CGU - Outubro 2011";3;;4;TRUE;"02";FALSE;
68;01/11/2011;30/11/2011;"Relatório Fotográfico - CGU - Novembro 2011";3;;4;TRUE;"03";FALSE;
69;01/12/2011;30/12/2011;"Relatório Fotográfico - CGU - Dezembro 2011";3;;4;TRUE;"04";FALSE;
70;01/01/2012;30/01/2012;"Relatório Fotográfico - CGU - Janeiro 2012";3;;4;TRUE;"05";FALSE;
71;01/03/2012;30/03/2012;"Relatório Fotográfico - CGU - Março 2012";3;;4;TRUE;"06";FALSE;
72;01/07/2011;30/07/2011;"Relatório Fotográfico - CGU - Julho 2011";4;;4;TRUE;"01";FALSE;
73;01/09/2011;30/09/2011;"Relatório Fotográfico - CGU - Setembro 2011";4;;4;TRUE;"02";FALSE;
74;01/11/2011;30/11/2011;"Relatório Fotográfico - CGU - Novembro 2011";4;;4;TRUE;"03";FALSE;
75;01/12/2011;30/12/2011;"Relatório Fotográfico - CGU - Dezembro 2011";4;;4;TRUE;"04";FALSE;
76;01/01/2012;30/01/2012;"Relatório Fotográfico - CGU - Janeiro 2012";4;;4;TRUE;"05";FALSE;
77;01/03/2012;30/03/2012;"Relatório Fotográfico - CGU - Março 2012";4;;4;TRUE;"06";FALSE;
78;01/08/2010;30/08/2010;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - AGOSTO DE 2010";5;;4;TRUE;"01";FALSE;
79;01/09/2010;30/09/2010;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - SETEMBRO DE 2010";5;;4;TRUE;"02";FALSE;
80;01/04/2011;30/04/2011;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - ABRIL DE 2011";5;;4;TRUE;"03";FALSE;
81;01/05/2011;30/05/2011;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - MAIO DE  2011";5;;4;TRUE;"04";FALSE;
82;01/06/2011;30/06/2011;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - JUNHO DE 2011";5;;4;TRUE;"05";FALSE;
83;01/07/2011;30/07/2011;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - JULHO DE 2011";5;;4;TRUE;"06";FALSE;
84;01/08/2011;30/08/2011;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - AGOSTO DE 2011";5;;4;TRUE;"07";FALSE;
85;01/09/2011;30/09/2011;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - SETEMBRO DE 2011";5;;4;TRUE;"08";FALSE;
86;01/10/2011;30/10/2011;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - OUTUBRO DE 2011";5;;4;TRUE;"09";FALSE;
87;01/11/2011;30/11/2011;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - NOVEMBRO DE 2011";5;;4;TRUE;"10";FALSE;
88;01/12/2011;30/12/2011;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - DEZEMBRO DE 2011";5;;4;TRUE;"11";FALSE;
89;01/01/2012;30/01/2012;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA - JANEIRO DE 2012";5;;4;TRUE;"12";FALSE;
90;01/03/2012;30/03/2012;"RELATÓRIO FOTOGRÁFICO - ARENA DA AMAZÔNIA -MARÇO DE 2012";5;;4;TRUE;"13";FALSE;
91;01/07/2011;30/07/2011;"Relatório Fotográfico - CGU - SETEMBRO 2011";50;;4;TRUE;"01";FALSE;
92;01/11/2011;30/11/2011;"Relatório Fotográfico - CGU - NOVEMBRO 2011";50;;4;TRUE;"02";FALSE;
93;01/12/2011;30/12/2011;"Relatório Fotográfico - CGU - DEZEMBRO 2011";50;;4;TRUE;"03";FALSE;
94;01/01/2012;30/01/2012;"Relatório Fotográfico - CGU - JANEIRO 2012";50;;4;TRUE;"04";FALSE;
95;01/03/2012;30/03/2012;"Relatório Fotográfico - CGU - MARÇO 2012";50;;4;TRUE;"05";FALSE;
96;01/07/2011;30/07/2011;"Relatório Fotográfico - CGU - Julho 2011";6;;4;TRUE;"01";FALSE;
97;01/11/2011;30/11/2011;"Relatório Fotográfico - CGU - Novembro 2011";6;;4;TRUE;"02";FALSE;
98;01/12/2011;30/12/2011;"Relatório Fotográfico - CGU - Dezembro 2011";6;;4;TRUE;"03";FALSE;
99;01/01/2012;30/01/2012;"Relatório Fotográfico - CGU - Janeiro 2012";6;;4;TRUE;"04";FALSE;
102;01/07/2011;30/07/2011;"RELATÓRIO FOTOGRÁFICO - PMBH - META 1 - JUL 2011";146;;4;TRUE;"1";FALSE;
103;01/08/2011;30/08/2011;"RELATÓRIO FOTOGRÁFICO - PMBH - META 1 - AGO 2011";146;;4;TRUE;"2";FALSE;
104;01/09/2011;30/09/2011;"RELATÓRIO FOTOGRÁFICO - PMBH - META 1 - SET 2011";146;;4;TRUE;"3";FALSE;
105;01/10/2011;30/10/2011;"RELATÓRIO FOTOGRÁFICO - PMBH - META 1 - OUT 2011";146;;4;TRUE;"4";FALSE;
106;01/11/2011;30/11/2011;"RELATÓRIO FOTOGRÁFICO - PMBH - META 1 - NOV 2011.";146;;4;TRUE;"5";FALSE;
